selection_scope,threshold,accuracy,macro_f1,precision,relevant_recall,specificity,tp,tn,fp,fn,medical_fn,medical_n,medical_recall,referral_fraction,referrals,feasible_recall_first,selected_default_0_5,selected_balanced_macro_f1,selected_recall_first
final_all_training,0.1712512909555199,0.8416389811738649,0.8165398172629796,0.8044117647058824,0.9820466786355476,0.615606936416185,547,213,133,10,1,334,0.9970059880239521,0.7530454042081949,680,True,False,False,False
final_all_training,0.17346910574815724,0.8427464008859358,0.8179952307954352,0.8055964653902798,0.9820466786355476,0.6184971098265896,547,214,132,10,1,334,0.9970059880239521,0.751937984496124,679,True,False,False,False
final_all_training,0.17427596102849977,0.8438538205980066,0.8194473790565597,0.8067846607669616,0.9820466786355476,0.6213872832369942,547,215,131,10,1,334,0.9970059880239521,0.7508305647840532,678,True,False,False,False
final_all_training,0.1760757196921238,0.8449612403100775,0.8208962836191361,0.8079763663220089,0.9820466786355476,0.6242774566473989,547,216,130,10,1,334,0.9970059880239521,0.7497231450719822,677,True,False,False,False
final_all_training,0.1765263319560329,0.8460686600221484,0.8223419659197547,0.8091715976331361,0.9820466786355476,0.6271676300578035,547,217,129,10,1,334,0.9970059880239521,0.7486157253599114,676,True,False,False,False
final_all_training,0.18067006957193038,0.8471760797342193,0.8237844472600571,0.8103703703703704,0.9820466786355476,0.630057803468208,547,218,128,10,1,334,0.9970059880239521,0.7475083056478405,675,True,False,False,False
final_all_training,0.18946848056552323,0.8482834994462901,0.8252237488079681,0.8115727002967359,0.9820466786355476,0.6329479768786127,547,219,127,10,1,334,0.9970059880239521,0.7464008859357697,674,True,False,False,False
final_all_training,0.19276358516949865,0.8493909191583611,0.826659891598916,0.812778603268945,0.9820466786355476,0.6358381502890174,547,220,126,10,1,334,0.9970059880239521,0.7452934662236987,673,True,False,False,False
final_all_training,0.19292484671513668,0.8504983388704319,0.8280928965370389,0.8139880952380952,0.9820466786355476,0.638728323699422,547,221,125,10,1,334,0.9970059880239521,0.7441860465116279,672,True,False,False,False
final_all_training,0.19707773969124515,0.8493909191583611,0.8269783483425943,0.8137108792846498,0.9802513464991023,0.638728323699422,546,221,125,11,1,334,0.9970059880239521,0.743078626799557,671,True,False,False,False
final_all_training,0.1975426178678489,0.8504983388704319,0.8284074641802956,0.8149253731343283,0.9802513464991023,0.6416184971098265,546,222,124,11,1,334,0.9970059880239521,0.7419712070874862,670,True,False,False,False
final_all_training,0.19835069181537593,0.8516057585825028,0.8298334927153063,0.8161434977578476,0.9802513464991023,0.6445086705202312,546,223,123,11,1,334,0.9970059880239521,0.7408637873754153,669,True,False,False,False
final_all_training,0.20164066224445257,0.8527131782945736,0.8312564543889845,0.8173652694610778,0.9802513464991023,0.6473988439306358,546,224,122,11,1,334,0.9970059880239521,0.7397563676633444,668,True,False,False,False
final_all_training,0.2036020486208014,0.8538205980066446,0.832676369516879,0.8185907046476761,0.9802513464991023,0.6502890173410405,546,225,121,11,1,334,0.9970059880239521,0.7386489479512736,667,True,False,False,False
final_all_training,0.20768702143082823,0.8549280177187154,0.8340932582898672,0.8198198198198198,0.9802513464991023,0.653179190751445,546,226,120,11,1,334,0.9970059880239521,0.7375415282392026,666,True,False,False,True
final_all_training,0.2120588850536505,0.8538205980066446,0.8329764814025962,0.8195488721804511,0.9784560143626571,0.653179190751445,545,226,120,12,1,334,0.9970059880239521,0.7364341085271318,665,False,False,False,False
final_all_training,0.21367636805947127,0.8549280177187154,0.8343896343896344,0.8207831325301205,0.9784560143626571,0.6560693641618497,545,227,119,12,1,334,0.9970059880239521,0.7353266888150609,664,False,False,False,False
final_all_training,0.22470171370864778,0.8560354374307863,0.8357998097689252,0.8220211161387632,0.9784560143626571,0.6589595375722543,545,228,118,12,1,334,0.9970059880239521,0.7342192691029901,663,False,False,False,False
final_all_training,0.23263368400284815,0.8549280177187154,0.8346831052346926,0.8217522658610272,0.9766606822262118,0.6589595375722543,544,228,118,13,1,334,0.9970059880239521,0.7331118493909191,662,False,False,False,False
final_all_training,0.23348065303065405,0.8560354374307863,0.8360896082570959,0.8229954614220878,0.9766606822262118,0.661849710982659,544,229,117,13,1,334,0.9970059880239521,0.7320044296788483,661,False,False,False,False
final_all_training,0.23512822699670397,0.8571428571428571,0.8374931816247753,0.8242424242424242,0.9766606822262118,0.6647398843930635,544,230,116,13,1,334,0.9970059880239521,0.7308970099667774,660,False,False,False,False
final_all_training,0.23961845802192608,0.858250276854928,0.8388938447814451,0.8254931714719271,0.9766606822262118,0.6676300578034682,544,231,115,13,1,334,0.9970059880239521,0.7297895902547066,659,False,False,False,False
final_all_training,0.2435748035312435,0.8571428571428571,0.8377765244093501,0.8252279635258358,0.9748653500897666,0.6676300578034682,543,231,115,14,1,334,0.9970059880239521,0.7286821705426356,658,False,False,False,False
final_all_training,0.2470084871758861,0.8560354374307863,0.836660692818024,0.8249619482496194,0.9730700179533214,0.6676300578034682,542,231,115,15,1,334,0.9970059880239521,0.7275747508305648,657,False,False,False,False
final_all_training,0.2528320140793618,0.8571428571428571,0.8380570797807341,0.8262195121951219,0.9730700179533214,0.6705202312138728,542,232,114,15,1,334,0.9970059880239521,0.7264673311184939,656,False,False,False,False
final_all_training,0.2548177155604387,0.858250276854928,0.8394506117278395,0.8274809160305343,0.9730700179533214,0.6734104046242775,542,233,113,15,1,334,0.9970059880239521,0.7253599114064231,655,False,False,False,False
final_all_training,0.2553074875868967,0.8593576965669989,0.8408413076213144,0.8287461773700305,0.9730700179533214,0.6763005780346821,542,234,112,15,1,334,0.9970059880239521,0.7242524916943521,654,False,False,False,False
final_all_training,0.2554397691411434,0.8604651162790697,0.8422291863109435,0.8300153139356815,0.9730700179533214,0.6791907514450867,542,235,111,15,1,334,0.9970059880239521,0.7231450719822813,653,False,False,False,False
final_all_training,0.2585181806683359,0.8593576965669989,0.8411120947998887,0.8297546012269938,0.9712746858168761,0.6791907514450867,541,235,111,16,2,334,0.9940119760479041,0.7220376522702104,652,False,False,False,False
final_all_training,0.2592702364840089,0.858250276854928,0.8399964561784314,0.8294930875576036,0.9694793536804309,0.6791907514450867,540,235,111,17,2,334,0.9940119760479041,0.7209302325581395,651,False,False,False,False
final_all_training,0.2603532639676206,0.8571428571428571,0.8388822575045678,0.8292307692307692,0.9676840215439856,0.6791907514450867,539,235,111,18,2,334,0.9940119760479041,0.7198228128460686,650,False,False,False,False
final_all_training,0.26074552672631,0.8560354374307863,0.8377694859038143,0.8289676425269645,0.9658886894075404,0.6791907514450867,538,235,111,19,2,334,0.9940119760479041,0.7187153931339978,649,False,False,False,False
final_all_training,0.2693700863597064,0.8571428571428571,0.8391518975980559,0.8302469135802469,0.9658886894075404,0.6820809248554913,538,236,110,19,2,334,0.9940119760479041,0.717607973421927,648,False,False,False,False
final_all_training,0.2732616265878661,0.858250276854928,0.8405315614617941,0.8315301391035549,0.9658886894075404,0.684971098265896,538,237,109,19,2,334,0.9940119760479041,0.716500553709856,647,False,False,False,False
final_all_training,0.2765946039837315,0.8593576965669989,0.8419084957589442,0.8328173374613003,0.9658886894075404,0.6878612716763006,538,238,108,19,2,334,0.9940119760479041,0.7153931339977851,646,False,False,False,False
final_all_training,0.2814993875540666,0.8604651162790697,0.8432827186477284,0.834108527131783,0.9658886894075404,0.6907514450867052,538,239,107,19,2,334,0.9940119760479041,0.7142857142857143,645,False,False,False,False
final_all_training,0.2893698764342527,0.8593576965669989,0.8421687161525175,0.8338509316770186,0.9640933572710951,0.6907514450867052,537,239,107,20,2,334,0.9940119760479041,0.7131782945736435,644,False,False,False,False
final_all_training,0.29867832512431963,0.8604651162790697,0.8435396039603961,0.8351477449455676,0.9640933572710951,0.6936416184971098,537,240,106,20,2,334,0.9940119760479041,0.7120708748615725,643,False,False,False,False
final_all_training,0.30464514973745566,0.8593576965669989,0.8424263492504049,0.8348909657320872,0.9622980251346499,0.6936416184971098,536,240,106,21,2,334,0.9940119760479041,0.7109634551495017,642,False,False,False,False
final_all_training,0.30703645070474633,0.8604651162790697,0.8437939328705737,0.8361934477379095,0.9622980251346499,0.6965317919075145,536,241,105,21,2,334,0.9940119760479041,0.7098560354374308,641,False,False,False,False
final_all_training,0.31407795435875846,0.8615725359911407,0.8451588741969867,0.8375,0.9622980251346499,0.6994219653179191,536,242,104,21,2,334,0.9940119760479041,0.70874861572536,640,False,False,False,False
final_all_training,0.31459466081214543,0.8604651162790697,0.8440457261911289,0.837245696400626,0.9605026929982047,0.6994219653179191,535,242,104,22,2,334,0.9940119760479041,0.707641196013289,639,False,False,False,False
final_all_training,0.31587528377347984,0.8593576965669989,0.8429339377794822,0.8369905956112853,0.9587073608617595,0.6994219653179191,534,242,104,23,2,334,0.9940119760479041,0.7065337763012182,638,False,False,False,False
final_all_training,0.3164980824020217,0.858250276854928,0.8418234965678064,0.8367346938775511,0.9569120287253142,0.6994219653179191,533,242,104,24,2,334,0.9940119760479041,0.7054263565891473,637,False,False,False,False
final_all_training,0.33613780188954606,0.8593576965669989,0.8431839345611774,0.8380503144654088,0.9569120287253142,0.7023121387283237,533,243,103,24,2,334,0.9940119760479041,0.7043189368770764,636,False,False,False,False
final_all_training,0.33759352030271916,0.8604651162790697,0.8445417878145289,0.8393700787401575,0.9569120287253142,0.7052023121387283,533,244,102,24,2,334,0.9940119760479041,0.7032115171650055,635,False,False,False,False
final_all_training,0.33842030967665904,0.8615725359911407,0.8458970735803075,0.8406940063091483,0.9569120287253142,0.708092485549133,533,245,101,24,2,334,0.9940119760479041,0.7021040974529347,634,False,False,False,False
final_all_training,0.3442980260040055,0.8604651162790697,0.8447860962566844,0.8404423380726699,0.9551166965888689,0.708092485549133,532,245,101,25,3,334,0.9910179640718563,0.7009966777408638,633,False,False,False,False
final_all_training,0.3458530761792956,0.8593576965669989,0.8436764343052808,0.8401898734177216,0.9533213644524237,0.708092485549133,531,245,101,26,3,334,0.9910179640718563,0.6998892580287929,632,False,False,False,False
final_all_training,0.3466048519512045,0.8604651162790697,0.8450279493968814,0.8415213946117274,0.9533213644524237,0.7109826589595376,531,246,100,26,3,334,0.9910179640718563,0.698781838316722,631,False,False,False,False
final_all_training,0.3557040980566454,0.8615725359911407,0.8463769457218957,0.8428571428571429,0.9533213644524237,0.7138728323699421,531,247,99,26,3,334,0.9910179640718563,0.6976744186046512,630,False,False,False,False
final_all_training,0.35974606567929185,0.8604651162790697,0.8452673665886961,0.8426073131955485,0.9515260323159784,0.7138728323699421,530,247,99,27,3,334,0.9910179640718563,0.6965669988925803,629,False,False,False,False
final_all_training,0.3634014055485718,0.8615725359911407,0.8466132615829919,0.8439490445859873,0.9515260323159784,0.7167630057803468,530,248,98,27,3,334,0.9910179640718563,0.6954595791805094,628,False,False,False,False
final_all_training,0.37270961696576305,0.8626799557032115,0.8479566785434953,0.8452950558213717,0.9515260323159784,0.7196531791907514,530,249,97,27,3,334,0.9910179640718563,0.6943521594684385,627,False,False,False,False
final_all_training,0.3840224777814072,0.8615725359911407,0.8468471891116662,0.8450479233226837,0.9497307001795332,0.7196531791907514,529,249,97,28,4,334,0.9880239520958084,0.6932447397563677,626,False,False,False,False
final_all_training,0.38519268120368777,0.8604651162790697,0.8457389691526748,0.8448,0.947935368043088,0.7196531791907514,528,249,97,29,5,334,0.9850299401197605,0.6921373200442967,625,False,False,False,False
final_all_training,0.38639022313354066,0.8593576965669989,0.8446320067739204,0.844551282051282,0.9461400359066428,0.7196531791907514,527,249,97,30,5,334,0.9850299401197605,0.6910299003322259,624,False,False,False,False
final_all_training,0.38916483637186544,0.8604651162790697,0.8459711918557427,0.8459069020866774,0.9461400359066428,0.7225433526011561,527,250,96,30,5,334,0.9850299401197605,0.689922480620155,623,False,False,False,False
final_all_training,0.3933164853539437,0.8615725359911407,0.8473079529728786,0.8472668810289389,0.9461400359066428,0.7254335260115607,527,251,95,30,5,334,0.9850299401197605,0.6888150609080842,622,False,False,False,False
final_all_training,0.39842571580322783,0.8626799557032115,0.84864230640295,0.8486312399355878,0.9461400359066428,0.7283236994219653,527,252,94,30,5,334,0.9850299401197605,0.6877076411960132,621,False,False,False,False
final_all_training,0.41216075437359095,0.8637873754152824,0.8499742683360056,0.85,0.9461400359066428,0.7312138728323699,527,253,93,30,5,334,0.9850299401197605,0.6866002214839424,620,False,False,False,False
final_all_training,0.41308692973719785,0.8626799557032115,0.8488662131519275,0.8497576736672051,0.9443447037701975,0.7312138728323699,526,253,93,31,5,334,0.9850299401197605,0.6854928017718716,619,False,False,False,False
final_all_training,0.4143765314389365,0.8615725359911407,0.8477593822706275,0.8495145631067961,0.9425493716337523,0.7312138728323699,525,253,93,32,5,334,0.9850299401197605,0.6843853820598007,618,False,False,False,False
final_all_training,0.4158129967404087,0.8604651162790697,0.8466537640437324,0.8492706645056726,0.940754039497307,0.7312138728323699,524,253,93,33,6,334,0.9820359281437125,0.6832779623477298,617,False,False,False,False
final_all_training,0.4270640797229731,0.8615725359911407,0.8479816406265783,0.8506493506493507,0.940754039497307,0.7341040462427746,524,254,92,33,6,334,0.9820359281437125,0.6821705426356589,616,False,False,False,False
final_all_training,0.4318752584789566,0.8626799557032115,0.8493071780019594,0.8520325203252033,0.940754039497307,0.7369942196531792,524,255,91,33,6,334,0.9820359281437125,0.6810631229235881,615,False,False,False,False
final_all_training,0.4325043774320711,0.8637873754152824,0.8506303919525005,0.8534201954397395,0.940754039497307,0.7398843930635838,524,256,90,33,6,334,0.9820359281437125,0.6799557032115172,614,False,False,False,False
final_all_training,0.4344883067316376,0.8648947951273532,0.8519512981777133,0.8548123980424144,0.940754039497307,0.7427745664739884,524,257,89,33,6,334,0.9820359281437125,0.6788482834994463,613,False,False,False,False
final_all_training,0.4415055387986204,0.8637873754152824,0.8508446215888474,0.8545751633986928,0.9389587073608617,0.7427745664739884,523,257,89,34,6,334,0.9820359281437125,0.6777408637873754,612,False,False,False,False
final_all_training,0.4419258922313076,0.8648947951273532,0.852162687336282,0.855973813420622,0.9389587073608617,0.7456647398843931,523,258,88,34,6,334,0.9820359281437125,0.6766334440753046,611,False,False,False,False
final_all_training,0.4485319880846508,0.8660022148394242,0.8534784830088789,0.8573770491803279,0.9389587073608617,0.7485549132947977,523,259,87,34,6,334,0.9820359281437125,0.6755260243632336,610,False,False,False,False
final_all_training,0.4501385999979102,0.867109634551495,0.8547920240137221,0.8587848932676518,0.9389587073608617,0.7514450867052023,523,260,86,34,6,334,0.9820359281437125,0.6744186046511628,609,False,False,False,False
final_all_training,0.45428974154527224,0.8660022148394242,0.8536848941768829,0.8585526315789473,0.9371633752244165,0.7514450867052023,522,260,86,35,6,334,0.9820359281437125,0.6733111849390919,608,False,False,False,False
final_all_training,0.4546803318017806,0.867109634551495,0.854995664322189,0.8599670510708401,0.9371633752244165,0.7543352601156069,522,261,85,35,6,334,0.9820359281437125,0.6722037652270211,607,False,False,False,False
final_all_training,0.4636873812185441,0.8682170542635659,0.8563042167184401,0.8613861386138614,0.9371633752244165,0.7572254335260116,522,262,84,35,6,334,0.9820359281437125,0.6710963455149501,606,False,False,False,False
final_all_training,0.46503559627454044,0.8693244739756367,0.8576105664895608,0.8628099173553719,0.9371633752244165,0.7601156069364162,522,263,83,35,6,334,0.9820359281437125,0.6699889258028793,605,False,False,False,False
final_all_training,0.4652139793121876,0.8704318936877077,0.8589147286821706,0.8642384105960265,0.9371633752244165,0.7630057803468208,522,264,82,35,6,334,0.9820359281437125,0.6688815060908084,604,False,False,False,False
final_all_training,0.4708541473824635,0.8693244739756367,0.8578066616846376,0.8640132669983416,0.9353680430879713,0.7630057803468208,521,264,82,36,6,334,0.9820359281437125,0.6677740863787376,603,False,False,False,False
final_all_training,0.47423236479916586,0.8704318936877077,0.8591081423120981,0.8654485049833887,0.9353680430879713,0.7658959537572254,521,265,81,36,6,334,0.9820359281437125,0.6666666666666666,602,False,False,False,False
final_all_training,0.47774106026881846,0.8693244739756367,0.8580007036397365,0.8652246256239601,0.933572710951526,0.7658959537572254,520,265,81,37,6,334,0.9820359281437125,0.6655592469545958,601,False,False,False,False
final_all_training,0.47810154903411123,0.8704318936877077,0.8592995273627534,0.8666666666666667,0.933572710951526,0.7687861271676301,520,266,80,37,6,334,0.9820359281437125,0.6644518272425249,600,False,False,False,False
final_all_training,0.47945641760154667,0.8715393133997785,0.860596220388608,0.8681135225375626,0.933572710951526,0.7716763005780347,520,267,79,37,6,334,0.9820359281437125,0.6633444075304541,599,False,False,False,False
final_all_training,0.4918737288161593,0.8726467331118494,0.8618907973746683,0.8695652173913043,0.933572710951526,0.7745664739884393,520,268,78,37,6,334,0.9820359281437125,0.6622369878183831,598,False,False,False,False
final_all_training,0.4993789059625204,0.8737541528239202,0.8631832729051259,0.8710217755443886,0.933572710951526,0.7774566473988439,520,269,77,37,6,334,0.9820359281437125,0.6611295681063123,597,False,False,False,False
final_all_training,0.5,0.8748615725359912,0.8644736614916277,0.87248322147651,0.933572710951526,0.7803468208092486,520,270,76,37,6,334,0.9820359281437125,0.6600221483942414,596,False,True,False,False
final_all_training,0.5004307596656722,0.8748615725359912,0.8644736614916277,0.87248322147651,0.933572710951526,0.7803468208092486,520,270,76,37,6,334,0.9820359281437125,0.6600221483942414,596,False,False,False,False
final_all_training,0.5025897798364704,0.875968992248062,0.8657619775739042,0.8739495798319328,0.933572710951526,0.7832369942196532,520,271,75,37,6,334,0.9820359281437125,0.6589147286821705,595,False,False,False,False
final_all_training,0.5041125859006569,0.8770764119601329,0.8670482355203906,0.8754208754208754,0.933572710951526,0.7861271676300579,520,272,74,37,6,334,0.9820359281437125,0.6578073089700996,594,False,False,False,False
final_all_training,0.5096259140929603,0.8781838316722038,0.868332449628844,0.8768971332209107,0.933572710951526,0.7890173410404624,520,273,73,37,6,334,0.9820359281437125,0.6566998892580288,593,False,False,False,False
final_all_training,0.5098455765160013,0.8770764119601329,0.8672222420925879,0.8766891891891891,0.9317773788150808,0.7890173410404624,519,273,73,38,6,334,0.9820359281437125,0.655592469545958,592,False,False,False,False
final_all_training,0.5140485369218704,0.8781838316722038,0.8685039661946772,0.8781725888324873,0.9317773788150808,0.791907514450867,519,274,72,38,6,334,0.9820359281437125,0.654485049833887,591,False,False,False,False
final_all_training,0.5181901796434883,0.8792912513842747,0.8697836805918454,0.8796610169491526,0.9317773788150808,0.7947976878612717,519,275,71,38,6,334,0.9820359281437125,0.6533776301218162,590,False,False,False,False
final_all_training,0.5292434960557696,0.8781838316722038,0.868673647469459,0.8794567062818336,0.9299820466786356,0.7947976878612717,518,275,71,39,6,334,0.9820359281437125,0.6522702104097453,589,False,False,False,False
final_all_training,0.5301044809221667,0.8770764119601329,0.867564692902774,0.8792517006802721,0.9281867145421903,0.7947976878612717,517,275,71,40,6,334,0.9820359281437125,0.6511627906976745,588,False,False,False,False
final_all_training,0.5341631360961585,0.875968992248062,0.8664568060338453,0.879045996592845,0.926391382405745,0.7947976878612717,516,275,71,41,6,334,0.9820359281437125,0.6500553709856035,587,False,False,False,False
final_all_training,0.5352407923191125,0.8770764119601329,0.8677331623139868,0.8805460750853242,0.926391382405745,0.7976878612716763,516,276,70,41,6,334,0.9820359281437125,0.6489479512735327,586,False,False,False,False
final_all_training,0.5357293991717509,0.875968992248062,0.8666258730192222,0.8803418803418803,0.9245960502692998,0.7976878612716763,515,276,70,42,6,334,0.9820359281437125,0.6478405315614618,585,False,False,False,False
final_all_training,0.5451188442781417,0.8748615725359912,0.8655196272890816,0.8801369863013698,0.9228007181328546,0.7976878612716763,514,276,70,43,6,334,0.9820359281437125,0.646733111849391,584,False,False,False,False
final_all_training,0.5474234752173458,0.8737541528239202,0.8644144144144144,0.8799313893653516,0.9210053859964094,0.7976878612716763,513,276,70,44,6,334,0.9820359281437125,0.64562569213732,583,False,False,False,False
final_all_training,0.5475021561386192,0.8748615725359912,0.8656874372295853,0.8814432989690721,0.9210053859964094,0.8005780346820809,513,277,69,44,6,334,0.9820359281437125,0.6445182724252492,582,False,False,False,False
final_all_training,0.5490958000048243,0.8737541528239202,0.8645827852204203,0.8812392426850258,0.9192100538599641,0.8005780346820809,512,277,69,45,6,334,0.9820359281437125,0.6434108527131783,581,False,False,False,False
final_all_training,0.5496460443339379,0.8726467331118494,0.8634791422632921,0.8810344827586207,0.9174147217235189,0.8005780346820809,511,277,69,46,6,334,0.9820359281437125,0.6423034330011074,580,False,False,False,False
final_all_training,0.5500135584434009,0.8715393133997785,0.8623764977927265,0.8808290155440415,0.9156193895870736,0.8005780346820809,510,277,69,47,7,334,0.9790419161676647,0.6411960132890365,579,False,False,False,False
final_all_training,0.5512602911165854,0.8726467331118494,0.863646211519397,0.8823529411764706,0.9156193895870736,0.8034682080924855,510,278,68,47,7,334,0.9790419161676647,0.6400885935769657,578,False,False,False,False
final_all_training,0.5531860283379123,0.8737541528239202,0.8649140211640212,0.8838821490467937,0.9156193895870736,0.8063583815028902,510,279,67,47,7,334,0.9790419161676647,0.6389811738648948,577,False,False,False,False
final_all_training,0.5660637176940551,0.8726467331118494,0.8638114435370599,0.8836805555555556,0.9138240574506283,0.8063583815028902,509,279,67,48,7,334,0.9790419161676647,0.6378737541528239,576,False,False,False,False
final_all_training,0.5678664140604908,0.8737541528239202,0.8650769101718552,0.8852173913043478,0.9138240574506283,0.8092485549132948,509,280,66,48,7,334,0.9790419161676647,0.636766334440753,575,False,False,False,False
final_all_training,0.5678876030651747,0.8748615725359912,0.8663405049611945,0.8867595818815331,0.9138240574506283,0.8121387283236994,509,281,65,48,7,334,0.9790419161676647,0.6356589147286822,574,False,False,False,False
final_all_training,0.5681616842092164,0.8737541528239202,0.8652379954966749,0.8865619546247818,0.9120287253141831,0.8121387283236994,508,281,65,49,7,334,0.9790419161676647,0.6345514950166113,573,False,False,False,False
final_all_training,0.5707085248766649,0.8748615725359912,0.8664992876141682,0.8881118881118881,0.9120287253141831,0.815028901734104,508,282,64,49,7,334,0.9790419161676647,0.6334440753045404,572,False,False,False,False
final_all_training,0.5717883381630376,0.875968992248062,0.8677587397225883,0.8896672504378283,0.9120287253141831,0.8179190751445087,508,283,63,49,7,334,0.9790419161676647,0.6323366555924695,571,False,False,False,False
final_all_training,0.5777339538016769,0.8770764119601329,0.8690163649502831,0.8912280701754386,0.9120287253141831,0.8208092485549133,508,284,62,49,7,334,0.9790419161676647,0.6312292358803987,570,False,False,False,False
final_all_training,0.5848000215102328,0.8781838316722038,0.8702721763661059,0.8927943760984183,0.9120287253141831,0.8236994219653179,508,285,61,49,7,334,0.9790419161676647,0.6301218161683277,569,False,False,False,False
final_all_training,0.5886626656626762,0.8792912513842747,0.8715261869799314,0.8943661971830986,0.9120287253141831,0.8265895953757225,508,286,60,49,7,334,0.9790419161676647,0.6290143964562569,568,False,False,False,False
final_all_training,0.5897713556407852,0.8803986710963455,0.872778409743167,0.8959435626102292,0.9120287253141831,0.8294797687861272,508,287,59,49,7,334,0.9790419161676647,0.627906976744186,567,False,False,False,False
final_all_training,0.5925972622048044,0.8815060908084164,0.8740288575492595,0.8975265017667845,0.9120287253141831,0.8323699421965318,508,288,58,49,7,334,0.9790419161676647,0.6267995570321152,566,False,False,False,False
final_all_training,0.59397765178803,0.8826135105204873,0.8752775432341996,0.8991150442477877,0.9120287253141831,0.8352601156069365,508,289,57,49,7,334,0.9790419161676647,0.6256921373200443,565,False,False,True,False
final_all_training,0.5966152988189058,0.8815060908084164,0.8741725649022966,0.898936170212766,0.9102333931777379,0.8352601156069365,507,289,57,50,8,334,0.9760479041916168,0.6245847176079734,564,False,False,False,False
final_all_training,0.604449114912551,0.8803986710963455,0.8730685131195335,0.8987566607460036,0.9084380610412927,0.8352601156069365,506,289,57,51,8,334,0.9760479041916168,0.6234772978959026,563,False,False,False,False
final_all_training,0.6045868285615984,0.8792912513842747,0.8719653776960871,0.8985765124555161,0.9066427289048474,0.8352601156069365,505,289,57,52,9,334,0.9730538922155688,0.6223698781838317,562,False,False,False,False
final_all_training,0.6123382071258892,0.8803986710963455,0.8732110912343471,0.9001782531194296,0.9066427289048474,0.838150289017341,505,290,56,52,9,334,0.9730538922155688,0.6212624584717608,561,False,False,False,False
final_all_training,0.6166754549714982,0.8815060908084164,0.8744550832691236,0.9017857142857143,0.9066427289048474,0.8410404624277457,505,291,55,52,9,334,0.9730538922155688,0.6201550387596899,560,False,False,False,False
final_all_training,0.6174203773386979,0.8803986710963455,0.8733520336605891,0.9016100178890877,0.9048473967684022,0.8410404624277457,504,291,55,53,9,334,0.9730538922155688,0.6190476190476191,559,False,False,False,False
final_all_training,0.6177187260113508,0.8815060908084164,0.8745939140648828,0.9032258064516129,0.9048473967684022,0.8439306358381503,504,292,54,53,9,334,0.9730538922155688,0.6179401993355482,558,False,False,False,False
final_all_training,0.622647630652776,0.8803986710963455,0.8734913502350536,0.9030520646319569,0.9030520646319569,0.8439306358381503,503,292,54,54,10,334,0.9700598802395209,0.6168327796234773,557,False,False,False,False
final_all_training,0.6278100563811748,0.8792912513842747,0.872389664842495,0.9028776978417267,0.9012567324955116,0.8439306358381503,502,292,54,55,10,334,0.9700598802395209,0.6157253599114064,556,False,False,False,False
final_all_training,0.6296745200861453,0.8781838316722038,0.8712888478842287,0.9027027027027027,0.8994614003590664,0.8439306358381503,501,292,54,56,10,334,0.9700598802395209,0.6146179401993356,555,False,False,False,False
final_all_training,0.6337623764764447,0.8770764119601329,0.8701888893925364,0.9025270758122743,0.8976660682226212,0.8439306358381503,500,292,54,57,10,334,0.9700598802395209,0.6135105204872646,554,False,False,False,False
final_all_training,0.6348598890546435,0.875968992248062,0.8690897794346071,0.9023508137432188,0.895870736086176,0.8439306358381503,499,292,54,58,11,334,0.9670658682634731,0.6124031007751938,553,False,False,False,False
final_all_training,0.6361161049821057,0.8748615725359912,0.8679915081121851,0.9021739130434783,0.8940754039497307,0.8439306358381503,498,292,54,59,11,334,0.9670658682634731,0.6112956810631229,552,False,False,False,False
final_all_training,0.6364717233651033,0.8737541528239202,0.8668940655612218,0.9019963702359347,0.8922800718132855,0.8439306358381503,497,292,54,60,11,334,0.9670658682634731,0.6101882613510521,551,False,False,False,False
final_all_training,0.6446246402587301,0.8748615725359912,0.8681313994828075,0.9036363636363637,0.8922800718132855,0.846820809248555,497,293,53,60,11,334,0.9670658682634731,0.6090808416389811,550,False,False,False,False
final_all_training,0.6452529162896071,0.8737541528239202,0.8670343580470163,0.9034608378870674,0.8904847396768402,0.846820809248555,496,293,53,61,11,334,0.9670658682634731,0.6079734219269103,549,False,False,False,False
final_all_training,0.6516148623068793,0.8748615725359912,0.8682696342006571,0.9051094890510949,0.8904847396768402,0.8497109826589595,496,294,52,61,11,334,0.9670658682634731,0.6068660022148394,548,False,False,False,False
final_all_training,0.6542105757266724,0.875968992248062,0.8695032825467608,0.906764168190128,0.8904847396768402,0.8526011560693642,496,295,51,61,11,334,0.9670658682634731,0.6057585825027686,547,False,False,False,False
final_all_training,0.6605133086430258,0.8748615725359912,0.8684062217487803,0.9065934065934066,0.8886894075403949,0.8526011560693642,495,295,51,62,11,334,0.9670658682634731,0.6046511627906976,546,False,False,False,False
final_all_training,0.6635924940903738,0.875968992248062,0.8696378485398449,0.908256880733945,0.8886894075403949,0.8554913294797688,495,296,50,62,11,334,0.9670658682634731,0.6035437430786268,545,False,False,False,False
final_all_training,0.6666583457521871,0.8748615725359912,0.8685411714688774,0.9080882352941176,0.8868940754039497,0.8554913294797688,494,296,50,63,11,334,0.9670658682634731,0.602436323366556,544,False,False,False,False
final_all_training,0.6668188428385663,0.8737541528239202,0.8674452742724698,0.9079189686924494,0.8850987432675045,0.8554913294797688,493,296,50,64,11,334,0.9670658682634731,0.6013289036544851,543,False,False,False,False
