selection_scope,outer_fold,embedding,C,class_weight,mean_inner_average_precision,inner_average_precision_0,inner_average_precision_1,inner_average_precision_2,inner_rows,selection_rank
outer_fold,3,a,0.01,balanced,0.9358953406086976,0.9261937511039902,0.9400265655015199,0.9414657052205828,723,30
outer_fold,3,a,0.1,None,0.9392490957532944,0.9283292750374211,0.9427989020333365,0.9466191101891257,723,26
outer_fold,3,a,0.1,balanced,0.9398271024566797,0.9287564912762905,0.9438718376660034,0.9468529784277452,723,23
outer_fold,3,a,1.0,None,0.9485802782039713,0.9367356612930999,0.9537689599669182,0.9552362133518959,723,16
outer_fold,3,a,1.0,balanced,0.9493731783262307,0.9380454781201151,0.954550154588129,0.9555239022704483,723,15
outer_fold,3,a,10.0,None,0.9521285639574932,0.9437225962416287,0.9532537760111504,0.9594093196197007,723,12
outer_fold,3,a,10.0,balanced,0.952692598445036,0.9444730706431173,0.9545295935455843,0.9590751311464059,723,11
outer_fold,3,a,100.0,None,0.943111436632709,0.9390536021698056,0.936250102171363,0.9540306055569584,723,22
outer_fold,3,a,100.0,balanced,0.9432463273642094,0.9390798678181353,0.9366667215951271,0.9539923926793659,723,21
outer_fold,3,b,0.01,None,0.9395211994279858,0.9376095041439843,0.94553700589215,0.9354170882478237,723,25
outer_fold,3,b,0.01,balanced,0.9397976873074215,0.9380360287733327,0.9458941123459959,0.9354629208029359,723,24
outer_fold,3,b,0.1,None,0.9467163915456736,0.9463757741624806,0.9520386009284407,0.9417347995460994,723,18
outer_fold,3,b,0.1,balanced,0.947425067833204,0.947423987284536,0.9528655752808013,0.941985640934275,723,17
outer_fold,3,b,1.0,None,0.958374968393172,0.9589747916011715,0.963415562198775,0.9527345513795696,723,9
outer_fold,3,b,1.0,balanced,0.9584197013917964,0.9593716392122472,0.9637530145121261,0.9521344504510162,723,8
outer_fold,3,b,10.0,None,0.9599901919619637,0.962299059943639,0.9596654565436176,0.9580060593986344,723,6
outer_fold,3,b,10.0,balanced,0.9600102688223231,0.9623111134115255,0.9597020653320303,0.9580176277234138,723,5
outer_fold,3,b,100.0,None,0.9504708790763928,0.9549040568639225,0.9474484890626855,0.9490600913025706,723,13
outer_fold,3,b,100.0,balanced,0.950141220375638,0.9544831738080968,0.9481701633051178,0.9477703240136991,723,14
outer_fold,3,c,0.01,None,0.9382913193542709,0.9269919638495375,0.9450970835758414,0.9427849106374335,723,28
outer_fold,3,c,0.01,balanced,0.9385645929722827,0.9272426958969571,0.9455001067629275,0.9429509762569632,723,27
outer_fold,3,c,0.1,None,0.9439545514495751,0.9348767921354946,0.951303101986543,0.9456837602266877,723,20
outer_fold,3,c,0.1,balanced,0.9443991866033948,0.9356655034959683,0.9517487582303799,0.9457832980838362,723,19
outer_fold,3,c,1.0,None,0.9581588808431444,0.956659681183321,0.9648222140685915,0.9529947472775208,723,10
outer_fold,3,c,1.0,balanced,0.9593813573893644,0.9587084896021917,0.9657524791864072,0.9536831033794941,723,7
outer_fold,3,c,10.0,None,0.9632960539277949,0.9655329400026014,0.9693391156980199,0.9550161060827635,723,2
outer_fold,3,c,10.0,balanced,0.9635443655494034,0.9658165381245236,0.969594851014516,0.9552217075091705,723,1
outer_fold,3,c,100.0,None,0.9613873019414361,0.9629117191482723,0.968884032056103,0.9523661546199329,723,4
outer_fold,3,c,100.0,balanced,0.9622917085596701,0.9649871021709608,0.9688485858723446,0.9530394376357048,723,3
outer_fold,4,a,0.01,None,0.9369862893565507,0.929211841761912,0.9416388700124306,0.9401081562953097,722,24
outer_fold,4,a,0.01,balanced,0.9368424242074314,0.9291828754202722,0.9414047141645412,0.9399396830374809,722,25
outer_fold,4,a,0.1,None,0.9397891947092808,0.9318158979596795,0.9413384543204948,0.9462132318476679,722,21
outer_fold,4,a,0.1,balanced,0.9398978180781897,0.9309983092675256,0.9421657548990736,0.9465293900679699,722,20
outer_fold,4,a,1.0,None,0.9469051599431358,0.936614322513485,0.9455455366917708,0.9585556206241521,722,16
outer_fold,4,a,1.0,balanced,0.9473432291893179,0.9365326580096691,0.9468520568241654,0.9586449727341191,722,15
outer_fold,4,a,10.0,None,0.9438523027953489,0.9279813025267971,0.9442149438862895,0.9593606619729602,722,18
outer_fold,4,a,10.0,balanced,0.9439618931573538,0.9263053829062754,0.9460216462299047,0.9595586503358815,722,17
outer_fold,4,a,100.0,None,0.9290636725580512,0.91747856317844,0.9310554940200562,0.9386569604756575,722,29
outer_fold,4,a,100.0,balanced,0.9286844751250852,0.9188193011248381,0.9306764446877016,0.9365576795627162,722,30
outer_fold,4,b,0.01,None,0.9396911176535713,0.9325833190781145,0.9429173656884857,0.9435726681941137,722,22
outer_fold,4,b,0.01,balanced,0.940099021364433,0.9330616927622389,0.9432987907831251,0.9439365805479352,722,19
outer_fold,4,b,0.1,None,0.9484910701116368,0.9423487729858556,0.9538746543080646,0.9492497830409902,722,14
outer_fold,4,b,0.1,balanced,0.9493645997943428,0.9437080867615001,0.954609882800451,0.9497758298210777,722,13
outer_fold,4,b,1.0,None,0.9609409760519471,0.956228464699532,0.9679848998987546,0.9586095635575542,722,4
outer_fold,4,b,1.0,balanced,0.9610843542699671,0.9567567751435908,0.9683618746052998,0.9581344130610105,722,3
outer_fold,4,b,10.0,None,0.9625551040317336,0.9607763623132042,0.9684198146381182,0.9584691351438785,722,1
outer_fold,4,b,10.0,balanced,0.9621456880072019,0.9609731237628023,0.9680741241921549,0.9573898160666487,722,2
outer_fold,4,b,100.0,None,0.9554095168545839,0.9608511754671545,0.9570541761579249,0.9483231989386718,722,5
outer_fold,4,b,100.0,balanced,0.954758125797501,0.9600169717426811,0.9573272865125089,0.946930119137313,722,6
outer_fold,4,c,0.01,None,0.929480806937931,0.9183438377445818,0.9326371771920903,0.9374614058771209,722,28
outer_fold,4,c,0.01,balanced,0.929674568521668,0.9184675739420023,0.9326634378662289,0.9378926937567726,722,27
outer_fold,4,c,0.1,None,0.9359036626125725,0.9263586871256256,0.9396856576007735,0.9416666431113185,722,26
outer_fold,4,c,0.1,balanced,0.9371487139840401,0.9274676310865195,0.9412258275424423,0.9427526833231585,722,23
outer_fold,4,c,1.0,None,0.949697278573196,0.9431022211535478,0.9534782661101783,0.9525113484558619,722,12
outer_fold,4,c,1.0,balanced,0.9502205230850759,0.9437263701769235,0.9536951197114462,0.9532400793668578,722,11
outer_fold,4,c,10.0,None,0.9538150599268899,0.9485031003924733,0.9583633136833611,0.9545787657048352,722,8
outer_fold,4,c,10.0,balanced,0.953989788677447,0.9492686103284524,0.9577659757629844,0.9549347799409044,722,7
outer_fold,4,c,100.0,None,0.9533668576571483,0.9516988522782434,0.9584201892888082,0.9499815314043936,722,9
outer_fold,4,c,100.0,balanced,0.9532357813688191,0.9521777131458894,0.9576137225758479,0.9499159083847203,722,10
final_all_training,final,a,0.01,None,0.9389147518480355,0.9359485475838885,0.9399386490056273,0.940857058954591,903,27
final_all_training,final,a,0.01,balanced,0.9387647246447335,0.935787917116387,0.9399568834354602,0.9405493733823533,903,28
final_all_training,final,a,0.1,None,0.9424888797646515,0.9386681989527772,0.9466450126998662,0.942153427641311,903,23
final_all_training,final,a,0.1,balanced,0.9429375904077157,0.9390893572508735,0.9467322108351686,0.9429912031371049,903,21
final_all_training,final,a,1.0,None,0.9503722119735087,0.9446638203580362,0.9596424092091896,0.9468104063533006,903,18
final_all_training,final,a,1.0,balanced,0.951189368976137,0.9452224425469393,0.9604040858352627,0.9479415785462091,903,17
final_all_training,final,a,10.0,None,0.9522801172661589,0.9444491529081439,0.9651598457220951,0.9472313531682376,903,15
final_all_training,final,a,10.0,balanced,0.9524551292353666,0.9427022597679902,0.9659415064411262,0.9487216214969838,903,14
final_all_training,final,a,100.0,None,0.9398934111014333,0.9265262779383212,0.9578071531282368,0.9353468022377418,903,25
final_all_training,final,a,100.0,balanced,0.9397814717295455,0.925860325234779,0.9579774039657655,0.9355066859880916,903,26
final_all_training,final,b,0.01,None,0.9436175060531603,0.9420334200843788,0.9380733330305238,0.9507457650445784,903,20
final_all_training,final,b,0.01,balanced,0.9440551590951779,0.9423353107079602,0.9387446392514563,0.9510855273261171,903,19
final_all_training,final,b,0.1,None,0.9520452645990517,0.9476180696292744,0.9513244400812721,0.9571932840866086,903,16
final_all_training,final,b,0.1,balanced,0.9527799863305741,0.94802752398205,0.9523079627410276,0.9580044722686452,903,13
