threshold,accuracy,macro_f1,precision,relevant_recall,specificity,tp,tn,fp,fn,medical_fn,medical_n,medical_recall,referral_fraction,referrals,feasible_recall_first,selected_default_0_5,selected_balanced_macro_f1,selected_recall_first
7.1576782829652075e-06,0.6290143964562569,0.4152153615069216,0.624439461883408,1.0,0.031791907514450865,557,11,335,0,0,334,1.0,0.9878183831672204,892,True,False,False,False
7.345818175963359e-06,0.6301218161683277,0.41818806135991854,0.6251402918069585,1.0,0.03468208092485549,557,12,334,0,0,334,1.0,0.9867109634551495,891,True,False,False,False
7.888826075941324e-06,0.6312292358803987,0.4211460460890171,0.6258426966292134,1.0,0.03757225433526012,557,13,333,0,0,334,1.0,0.9856035437430787,890,True,False,False,False
7.94829520600615e-06,0.6323366555924695,0.4240894421392347,0.6265466816647919,1.0,0.04046242774566474,557,14,332,0,0,334,1.0,0.9844961240310077,889,True,False,False,False
8.730869922146667e-06,0.6334440753045404,0.4270183745650778,0.6272522522522522,1.0,0.04335260115606936,557,15,331,0,0,334,1.0,0.9833887043189369,888,True,False,False,False
9.708587640488986e-06,0.6345514950166113,0.42993296704978495,0.6279594137542277,1.0,0.046242774566473986,557,16,330,0,0,334,1.0,0.982281284606866,887,True,False,False,False
1.0360132364439778e-05,0.6356589147286822,0.43283334192425105,0.628668171557562,1.0,0.049132947976878616,557,17,329,0,0,334,1.0,0.9811738648947951,886,True,False,False,False
1.2262642485438846e-05,0.636766334440753,0.4357196201856396,0.6293785310734463,1.0,0.05202312138728324,557,18,328,0,0,334,1.0,0.9800664451827242,885,True,False,False,False
1.2441193575796206e-05,0.6378737541528239,0.4385919215156902,0.6300904977375565,1.0,0.05491329479768786,557,19,327,0,0,334,1.0,0.9789590254706534,884,True,False,False,False
1.2705022527370602e-05,0.6389811738648948,0.441450364298725,0.6308040770101925,1.0,0.057803468208092484,557,20,326,0,0,334,1.0,0.9778516057585825,883,True,False,False,False
1.324405093328096e-05,0.6400885935769657,0.4442950656393613,0.6315192743764172,1.0,0.06069364161849711,557,21,325,0,0,334,1.0,0.9767441860465116,882,True,False,False,False
1.3322679478733335e-05,0.6411960132890365,0.4471261413799359,0.6322360953461975,1.0,0.06358381502890173,557,22,324,0,0,334,1.0,0.9756367663344407,881,True,False,False,False
1.53016753756674e-05,0.6423034330011074,0.4499437061176457,0.6329545454545454,1.0,0.06647398843930635,557,23,323,0,0,334,1.0,0.9745293466223699,880,True,False,False,False
1.5748537407489493e-05,0.6434108527131783,0.45274787322141086,0.6336746302616609,1.0,0.06936416184971098,557,24,322,0,0,334,1.0,0.973421926910299,879,True,False,False,False
1.757640711730346e-05,0.6445182724252492,0.45553875484846496,0.6343963553530751,1.0,0.07225433526011561,557,25,321,0,0,334,1.0,0.9723145071982281,878,True,False,False,False
1.836296905821655e-05,0.64562569213732,0.45831646196067843,0.6351197263397947,1.0,0.07514450867052024,557,26,320,0,0,334,1.0,0.9712070874861573,877,True,False,False,False
1.8760154489427805e-05,0.646733111849391,0.46108110434061916,0.6358447488584474,1.0,0.07803468208092486,557,27,319,0,0,334,1.0,0.9700996677740864,876,True,False,False,False
1.9066665117861703e-05,0.6478405315614618,0.46383279060735516,0.6365714285714286,1.0,0.08092485549132948,557,28,318,0,0,334,1.0,0.9689922480620154,875,True,False,False,False
1.951049307535868e-05,0.6489479512735327,0.4665716282320056,0.6372997711670481,1.0,0.0838150289017341,557,29,317,0,0,334,1.0,0.9678848283499446,874,True,False,False,False
2.008601040870417e-05,0.6500553709856035,0.46929772355304267,0.6380297823596792,1.0,0.08670520231213873,557,30,316,0,0,334,1.0,0.9667774086378738,873,True,False,False,False
2.1854561055079103e-05,0.6511627906976745,0.47201118179135115,0.6387614678899083,1.0,0.08959537572254335,557,31,315,0,0,334,1.0,0.9656699889258029,872,True,False,False,False
2.2263096980168484e-05,0.6522702104097453,0.47471210706504824,0.6394948335246843,1.0,0.09248554913294797,557,32,314,0,0,334,1.0,0.964562569213732,871,True,False,False,False
2.358298297622241e-05,0.6533776301218162,0.4774006024040693,0.6402298850574712,1.0,0.0953757225433526,557,33,313,0,0,334,1.0,0.9634551495016611,870,True,False,False,False
2.5300250854343176e-05,0.654485049833887,0.4800767697645235,0.6409666283084005,1.0,0.09826589595375723,557,34,312,0,0,334,1.0,0.9623477297895903,869,True,False,False,False
2.561524888733402e-05,0.655592469545958,0.4827407100428236,0.6417050691244239,1.0,0.10115606936416185,557,35,311,0,0,334,1.0,0.9612403100775194,868,True,False,False,False
3.0587721994379535e-05,0.6566998892580288,0.4853925230895935,0.6424452133794695,1.0,0.10404624277456648,557,36,310,0,0,334,1.0,0.9601328903654485,867,True,False,False,False
3.504530468489975e-05,0.6578073089700996,0.4880323077233587,0.6431870669745958,1.0,0.1069364161849711,557,37,309,0,0,334,1.0,0.9590254706533776,866,True,False,False,False
3.529052992234938e-05,0.6589147286821705,0.4906601617440225,0.6439306358381502,1.0,0.10982658959537572,557,38,308,0,0,334,1.0,0.9579180509413068,865,True,False,False,False
3.750141695491038e-05,0.6600221483942414,0.49327618194613265,0.6446759259259259,1.0,0.11271676300578035,557,39,307,0,0,334,1.0,0.9568106312292359,864,True,False,False,False
3.8939539081184193e-05,0.6611295681063123,0.49588046413194187,0.645422943221321,1.0,0.11560693641618497,557,40,306,0,0,334,1.0,0.955703211517165,863,True,False,False,False
4.0144543163478374e-05,0.6622369878183831,0.4984731031242659,0.6461716937354989,1.0,0.11849710982658959,557,41,305,0,0,334,1.0,0.9545957918050941,862,True,False,False,False
4.1553957998985425e-05,0.6633444075304541,0.501054192779143,0.6469221835075494,1.0,0.12138728323699421,557,42,304,0,0,334,1.0,0.9534883720930233,861,True,False,False,False
4.160003300057724e-05,0.6644518272425249,0.5036238259982984,0.6476744186046511,1.0,0.12427745664739884,557,43,303,0,0,334,1.0,0.9523809523809523,860,True,False,False,False
4.338109283708036e-05,0.6655592469545958,0.5061820947414168,0.6484284051222352,1.0,0.12716763005780346,557,44,302,0,0,334,1.0,0.9512735326688815,859,True,False,False,False
4.602256012731232e-05,0.6666666666666666,0.5087290900382276,0.6491841491841492,1.0,0.13005780346820808,557,45,301,0,0,334,1.0,0.9501661129568106,858,True,False,False,False
4.618223465513438e-05,0.6677740863787376,0.5112649020004041,0.6499416569428238,1.0,0.1329479768786127,557,46,300,0,0,334,1.0,0.9490586932447398,857,True,False,False,False
4.639168400899507e-05,0.6688815060908084,0.513789619833282,0.6507009345794392,1.0,0.13583815028901733,557,47,299,0,0,334,1.0,0.9479512735326688,856,True,False,False,False
4.729219654109329e-05,0.6699889258028793,0.5163033318473994,0.6514619883040935,1.0,0.13872832369942195,557,48,298,0,0,334,1.0,0.946843853820598,855,True,False,False,False
5.205457637202926e-05,0.6710963455149501,0.5188061254698615,0.6522248243559718,1.0,0.1416184971098266,557,49,297,0,0,334,1.0,0.9457364341085271,854,True,False,False,False
5.4760606872150674e-05,0.6722037652270211,0.5212980872555341,0.652989449003517,1.0,0.14450867052023122,557,50,296,0,0,334,1.0,0.9446290143964563,853,True,False,False,False
5.498656173585914e-05,0.6733111849390919,0.5237793028980662,0.653755868544601,1.0,0.14739884393063585,557,51,295,0,0,334,1.0,0.9435215946843853,852,True,False,False,False
5.559029887081124e-05,0.6744186046511628,0.5262498572407492,0.654524089306698,1.0,0.15028901734104047,557,52,294,0,0,334,1.0,0.9424141749723145,851,True,False,False,False
6.166724051581696e-05,0.6755260243632336,0.5287098342872105,0.6552941176470588,1.0,0.1531791907514451,557,53,293,0,0,334,1.0,0.9413067552602437,850,True,False,False,False
6.478133582277223e-05,0.6766334440753046,0.5311593172119489,0.6560659599528857,1.0,0.15606936416184972,557,54,292,0,0,334,1.0,0.9401993355481728,849,True,False,False,False
6.589498661924154e-05,0.6777408637873754,0.5335983883707103,0.6568396226415094,1.0,0.15895953757225434,557,55,291,0,0,334,1.0,0.9390919158361019,848,True,False,False,False
6.815242522861809e-05,0.6788482834994463,0.5360271293107114,0.6576151121605667,1.0,0.16184971098265896,557,56,290,0,0,334,1.0,0.937984496124031,847,True,False,False,False
6.883090827614069e-05,0.6799557032115172,0.5384456207807091,0.6583924349881797,1.0,0.16473988439306358,557,57,289,0,0,334,1.0,0.9368770764119602,846,True,False,False,False
7.06536156940274e-05,0.6810631229235881,0.5408539427409217,0.659171597633136,1.0,0.1676300578034682,557,58,288,0,0,334,1.0,0.9357696566998892,845,True,False,False,False
7.07790459273383e-05,0.6821705426356589,0.5432521743728025,0.659952606635071,1.0,0.17052023121387283,557,59,287,0,0,334,1.0,0.9346622369878184,844,True,False,False,False
7.108898716978729e-05,0.6832779623477298,0.5456403940886699,0.66073546856465,1.0,0.17341040462427745,557,60,286,0,0,334,1.0,0.9335548172757475,843,True,False,False,False
7.150098826969042e-05,0.6843853820598007,0.5480186795411957,0.661520190023753,1.0,0.17630057803468208,557,61,285,0,0,334,1.0,0.9324473975636767,842,True,False,False,False
7.506272959290072e-05,0.6854928017718716,0.5503871076327527,0.6623067776456599,1.0,0.1791907514450867,557,62,284,0,0,334,1.0,0.9313399778516057,841,True,False,False,False
7.571304740849882e-05,0.6866002214839424,0.5527457545246275,0.6630952380952381,1.0,0.18208092485549132,557,63,283,0,0,334,1.0,0.9302325581395349,840,True,False,False,False
9.516784484731033e-05,0.6877076411960132,0.5550946956460968,0.66388557806913,1.0,0.18497109826589594,557,64,282,0,0,334,1.0,0.929125138427464,839,True,False,False,False
9.90603948594071e-05,0.6888150609080842,0.5574340057033723,0.6646778042959427,1.0,0.18786127167630057,557,65,281,0,0,334,1.0,0.9280177187153932,838,True,False,False,False
0.00010119080980075523,0.689922480620155,0.559763758688415,0.6654719235364397,1.0,0.1907514450867052,557,66,280,0,0,334,1.0,0.9269102990033222,837,True,False,False,False
0.00010566417768131942,0.6910299003322259,0.5620840278876221,0.666267942583732,1.0,0.1936416184971098,557,67,279,0,0,334,1.0,0.9258028792912514,836,True,False,False,False
0.00010814336565090343,0.6921373200442967,0.5643948858903882,0.667065868263473,1.0,0.19653179190751446,557,68,278,0,0,334,1.0,0.9246954595791805,835,True,False,False,False
0.00010938386549241841,0.6932447397563677,0.5666964045975419,0.6678657074340527,1.0,0.1994219653179191,557,69,277,0,0,334,1.0,0.9235880398671097,834,True,False,False,False
0.0001242206199094653,0.6943521594684385,0.5689886552296624,0.6686674669867947,1.0,0.2023121387283237,557,70,276,0,0,334,1.0,0.9224806201550387,833,True,False,False,False
0.00012735839118249714,0.6954595791805094,0.5712717083352756,0.6694711538461539,1.0,0.20520231213872833,557,71,275,0,0,334,1.0,0.9213732004429679,832,True,False,False,False
0.00013080122880637646,0.6965669988925803,0.5735456337989328,0.6702767749699158,1.0,0.20809248554913296,557,72,274,0,0,334,1.0,0.920265780730897,831,True,False,False,False
0.00013289079652167857,0.6976744186046512,0.575810500849174,0.6710843373493975,1.0,0.21098265895953758,557,73,273,0,0,334,1.0,0.9191583610188261,830,True,False,False,False
0.0001423588109901175,0.698781838316722,0.5780663780663781,0.6718938480096501,1.0,0.2138728323699422,557,74,272,0,0,334,1.0,0.9180509413067552,829,True,False,False,False
0.0001441948115825653,0.6998892580287929,0.5803133333905005,0.6727053140096618,1.0,0.21676300578034682,557,75,271,0,0,334,1.0,0.9169435215946844,828,True,False,False,False
0.0001605110737727955,0.7009966777408638,0.5825514341287017,0.6735187424425635,1.0,0.21965317919075145,557,76,270,0,0,334,1.0,0.9158361018826136,827,True,False,False,False
0.00016219637473113835,0.7021040974529347,0.5847807469628673,0.6743341404358354,1.0,0.22254335260115607,557,77,269,0,0,334,1.0,0.9147286821705426,826,True,False,False,False
0.00017523572023492306,0.7032115171650055,0.5870013379570216,0.6751515151515152,1.0,0.2254335260115607,557,78,268,0,0,334,1.0,0.9136212624584718,825,True,False,False,False
0.00018740908126346767,0.7043189368770764,0.5892132725646377,0.6759708737864077,1.0,0.22832369942196531,557,79,267,0,0,334,1.0,0.9125138427464009,824,True,False,False,False
0.00018762596300803125,0.7054263565891473,0.591416615635844,0.6767922235722965,1.0,0.23121387283236994,557,80,266,0,0,334,1.0,0.9114064230343301,823,True,False,False,False
0.00019290557247586548,0.7065337763012182,0.5936114314245295,0.6776155717761557,1.0,0.23410404624277456,557,81,265,0,0,334,1.0,0.9102990033222591,822,True,False,False,False
0.0001929123973241076,0.7054263565891473,0.5927356455922846,0.6772228989037758,0.9982046678635548,0.23410404624277456,556,81,265,1,0,334,1.0,0.9091915836101883,821,True,False,False,False
0.00020242182654328644,0.7065337763012182,0.5949185164871439,0.6780487804878049,0.9982046678635548,0.23699421965317918,556,82,264,1,0,334,1.0,0.9080841638981174,820,True,False,False,False
0.0002042831911239773,0.707641196013289,0.5970930232558139,0.6788766788766789,0.9982046678635548,0.2398843930635838,556,83,263,1,0,334,1.0,0.9069767441860465,819,True,False,False,False
0.00021965368068777025,0.70874861572536,0.5992592280109681,0.6797066014669927,0.9982046678635548,0.24277456647398843,556,84,262,1,0,334,1.0,0.9058693244739756,818,True,False,False,False
0.00022309088672045618,0.7098560354374308,0.6014171923014718,0.6805385556915544,0.9982046678635548,0.24566473988439305,556,85,261,1,0,334,1.0,0.9047619047619048,817,True,False,False,False
0.0002261754561914131,0.7109634551495017,0.6035669771189335,0.6813725490196079,0.9982046678635548,0.24855491329479767,556,86,260,1,0,334,1.0,0.9036544850498339,816,True,False,False,False
0.00024226633831858635,0.7120708748615725,0.6057086429041663,0.6822085889570552,0.9982046678635548,0.2514450867052023,556,87,259,1,0,334,1.0,0.902547065337763,815,True,False,False,False
0.00025030248798429966,0.7131782945736435,0.6078422495535603,0.683046683046683,0.9982046678635548,0.2543352601156069,556,88,258,1,0,334,1.0,0.9014396456256921,814,True,False,False,False
0.00025392143288627267,0.7142857142857143,0.6099678564253667,0.6838868388683886,0.9982046678635548,0.25722543352601157,556,89,257,1,0,334,1.0,0.9003322259136213,813,True,False,False,False
0.00026073798653669655,0.7153931339977851,0.6120855223458972,0.6847290640394089,0.9982046678635548,0.26011560693641617,556,90,256,1,0,334,1.0,0.8992248062015504,812,True,False,False,False
0.0002701987395994365,0.716500553709856,0.6141953056156373,0.6855733662145499,0.9982046678635548,0.2630057803468208,556,91,255,1,0,334,1.0,0.8981173864894795,811,True,False,False,False
0.00028010306414216757,0.717607973421927,0.6162972640152771,0.6864197530864198,0.9982046678635548,0.2658959537572254,556,92,254,1,0,334,1.0,0.8970099667774086,810,True,False,False,False
0.00028499087784439325,0.7187153931339978,0.6183914548116598,0.6872682323856613,0.9982046678635548,0.26878612716763006,556,93,253,1,0,334,1.0,0.8959025470653378,809,True,False,False,False
0.00029594582156278193,0.7198228128460686,0.6204779347636491,0.6881188118811881,0.9982046678635548,0.27167630057803466,556,94,252,1,0,334,1.0,0.8947951273532669,808,True,False,False,False
0.00030336042982526124,0.7209302325581395,0.6225567601279176,0.6889714993804213,0.9982046678635548,0.2745664739884393,556,95,251,1,0,334,1.0,0.893687707641196,807,True,False,False,False
0.00030680358759127557,0.7220376522702104,0.6246279866646571,0.6898263027295285,0.9982046678635548,0.2774566473988439,556,96,250,1,0,334,1.0,0.8925802879291251,806,True,False,False,False
0.0003175429883413017,0.7231450719822813,0.6266916696432114,0.6906832298136646,0.9982046678635548,0.28034682080924855,556,97,249,1,0,334,1.0,0.8914728682170543,805,True,False,False,False
0.0003191193100064993,0.7242524916943521,0.6287478638476335,0.6915422885572139,0.9982046678635548,0.2832369942196532,556,98,248,1,0,334,1.0,0.8903654485049833,804,True,False,False,False
0.000365567539120093,0.7253599114064231,0.6307966235821683,0.6924034869240349,0.9982046678635548,0.2861271676300578,556,99,247,1,0,334,1.0,0.8892580287929125,803,True,False,False,False
0.00036915173404850066,0.7264673311184939,0.6328380026766622,0.6932668329177057,0.9982046678635548,0.28901734104046245,556,100,246,1,0,334,1.0,0.8881506090808416,802,True,False,False,False
0.00040011131204664707,0.7275747508305648,0.6348720544918999,0.6941323345817728,0.9982046678635548,0.29190751445086704,556,101,245,1,0,334,1.0,0.8870431893687708,801,True,False,False,False
0.00041640453855507076,0.7286821705426356,0.6368988319248703,0.695,0.9982046678635548,0.2947976878612717,556,102,244,1,0,334,1.0,0.8859357696566998,800,True,False,False,False
0.00042247259989380836,0.7297895902547066,0.6389183874139627,0.6958698372966208,0.9982046678635548,0.2976878612716763,556,103,243,1,0,334,1.0,0.884828349944629,799,True,False,False,False
0.0004556839121505618,0.7308970099667774,0.6409307729440931,0.6967418546365914,0.9982046678635548,0.30057803468208094,556,104,242,1,0,334,1.0,0.8837209302325582,798,True,False,False,False
0.00047106502461247146,0.7320044296788483,0.6429360400517641,0.6976160602258469,0.9982046678635548,0.30346820809248554,556,105,241,1,0,334,1.0,0.8826135105204873,797,True,False,False,False
0.000472093524876982,0.7331118493909191,0.6449342398300564,0.6984924623115578,0.9982046678635548,0.3063583815028902,556,106,240,1,0,334,1.0,0.8815060908084164,796,True,False,False,False
0.0004968202556483448,0.7342192691029901,0.6469254229335557,0.6993710691823899,0.9982046678635548,0.3092485549132948,556,107,239,1,0,334,1.0,0.8803986710963455,795,True,False,False,False
0.0005103715229779482,0.7353266888150609,0.6489096395832147,0.7002518891687658,0.9982046678635548,0.31213872832369943,556,108,238,1,0,334,1.0,0.8792912513842747,794,True,False,False,False
0.0005253922427073121,0.7364341085271318,0.6508869395711501,0.7011349306431274,0.9982046678635548,0.315028901734104,556,109,237,1,0,334,1.0,0.8781838316722038,793,True,False,False,False
0.000529746524989605,0.7375415282392026,0.6528573722653785,0.702020202020202,0.9982046678635548,0.3179190751445087,556,110,236,1,0,334,1.0,0.8770764119601329,792,True,False,False,False
0.0005392205202952027,0.7386489479512736,0.6548209866144895,0.7029077117572693,0.9982046678635548,0.3208092485549133,556,111,235,1,0,334,1.0,0.875968992248062,791,True,False,False,False
0.0005405165138654411,0.7397563676633444,0.656777831152258,0.7037974683544304,0.9982046678635548,0.3236994219653179,556,112,234,1,0,334,1.0,0.8748615725359912,790,True,False,False,False
0.0005528763867914677,0.7408637873754153,0.6587279540021965,0.7046894803548795,0.9982046678635548,0.3265895953757225,556,113,233,1,0,334,1.0,0.8737541528239202,789,True,False,False,False
0.0005614412948489189,0.7419712070874862,0.6606714028820488,0.7055837563451777,0.9982046678635548,0.32947976878612717,556,114,232,1,0,334,1.0,0.8726467331118494,788,True,False,False,False
0.00057117739925161,0.743078626799557,0.662608225108225,0.7064803049555273,0.9982046678635548,0.33236994219653176,556,115,231,1,0,334,1.0,0.8715393133997785,787,True,False,False,False
0.0005713753052987158,0.7441860465116279,0.6645384676001794,0.7073791348600509,0.9982046678635548,0.3352601156069364,556,116,230,1,0,334,1.0,0.8704318936877077,786,True,False,False,False
0.000578845152631402,0.7452934662236987,0.666462176884732,0.70828025477707,0.9982046678635548,0.33815028901734107,556,117,229,1,0,334,1.0,0.8693244739756367,785,True,False,False,False
0.0006027257186360657,0.7464008859357697,0.6683793991003344,0.7091836734693877,0.9982046678635548,0.34104046242774566,556,118,228,1,0,334,1.0,0.8682170542635659,784,True,False,False,False
0.0006091034738346934,0.7475083056478405,0.6702901800012812,0.7100893997445722,0.9982046678635548,0.3439306358381503,556,119,227,1,0,334,1.0,0.867109634551495,783,True,False,False,False
0.0006111917900852859,0.7486157253599114,0.672194564961867,0.710997442455243,0.9982046678635548,0.3468208092485549,556,120,226,1,0,334,1.0,0.8660022148394242,782,True,False,False,False
0.0006424090242944658,0.7497231450719822,0.6740925989804913,0.7119078104993598,0.9982046678635548,0.34971098265895956,556,121,225,1,0,334,1.0,0.8648947951273532,781,True,False,False,False
0.0006557888118550181,0.7508305647840532,0.6759843266837093,0.7128205128205128,0.9982046678635548,0.35260115606936415,556,122,224,1,0,334,1.0,0.8637873754152824,780,True,False,False,False
0.0006709781591780484,0.751937984496124,0.6778697923302331,0.7137355584082157,0.9982046678635548,0.3554913294797688,556,123,223,1,0,334,1.0,0.8626799557032115,779,True,False,False,False
0.0006757169030606747,0.7530454042081949,0.6797490398148811,0.7146529562982005,0.9982046678635548,0.3583815028901734,556,124,222,1,0,334,1.0,0.8615725359911407,778,True,False,False,False
0.0006803111173212528,0.7541528239202658,0.6816221126724773,0.7155727155727156,0.9982046678635548,0.36127167630057805,556,125,221,1,0,334,1.0,0.8604651162790697,777,True,False,False,False
0.000713102868758142,0.7552602436323367,0.6834890540817022,0.7164948453608248,0.9982046678635548,0.36416184971098264,556,126,220,1,0,334,1.0,0.8593576965669989,776,True,False,False,False
0.0007480119238607585,0.7563676633444075,0.6853499068688942,0.7174193548387097,0.9982046678635548,0.3670520231213873,556,127,219,1,0,334,1.0,0.858250276854928,775,True,False,False,False
0.0007601716788485646,0.7574750830564784,0.6872047135118036,0.7183462532299741,0.9982046678635548,0.3699421965317919,556,128,218,1,0,334,1.0,0.8571428571428571,774,True,False,False,False
0.0007609410677105188,0.7585825027685493,0.6890535161432993,0.7192755498059509,0.9982046678635548,0.37283236994219654,556,129,217,1,0,334,1.0,0.8560354374307863,773,True,False,False,False
0.0008082310669124126,0.7596899224806202,0.6908963565550302,0.7202072538860104,0.9982046678635548,0.37572254335260113,556,130,216,1,0,334,1.0,0.8549280177187154,772,True,False,False,False
0.0008333061123266816,0.760797342192691,0.6927332762010385,0.7211413748378729,0.9982046678635548,0.3786127167630058,556,131,215,1,0,334,1.0,0.8538205980066446,771,True,False,False,False
0.0008581083384342492,0.7619047619047619,0.69456431620133,0.7220779220779221,0.9982046678635548,0.3815028901734104,556,132,214,1,0,334,1.0,0.8527131782945736,770,True,False,False,False
0.0009009237983264029,0.7630121816168328,0.6963895173453998,0.7230169050715215,0.9982046678635548,0.38439306358381503,556,133,213,1,0,334,1.0,0.8516057585825028,769,True,False,False,False
0.0009923800826072693,0.7641196013289037,0.6982089200957126,0.7239583333333334,0.9982046678635548,0.3872832369942196,556,134,212,1,0,334,1.0,0.8504983388704319,768,True,False,False,False
0.0010335092665627599,0.7652270210409745,0.7000225645911422,0.7249022164276402,0.9982046678635548,0.3901734104046243,556,135,211,1,0,334,1.0,0.8493909191583611,767,True,False,False,False
0.001105772564187646,0.7663344407530454,0.7018304906503665,0.7258485639686684,0.9982046678635548,0.3930635838150289,556,136,210,1,0,334,1.0,0.8482834994462901,766,True,False,False,False
0.0011785883689299226,0.7674418604651163,0.7036327377752216,0.726797385620915,0.9982046678635548,0.3959537572254335,556,137,209,1,0,334,1.0,0.8471760797342193,765,True,False,False,False
0.001245014602318406,0.7663344407530454,0.7026104872129049,0.7264397905759162,0.9964093357271095,0.3959537572254335,555,137,209,2,0,334,1.0,0.8460686600221484,764,True,False,False,False
0.001247770618647337,0.7674418604651163,0.7044051627384961,0.727391874180865,0.9964093357271095,0.3988439306358382,555,138,208,2,0,334,1.0,0.8449612403100775,763,True,False,False,False
0.0012568585807457566,0.7685492801771872,0.7061942576745186,0.7283464566929134,0.9964093357271095,0.40173410404624277,555,139,207,2,0,334,1.0,0.8438538205980066,762,True,False,False,False
0.0013110077707096934,0.769656699889258,0.7079778103932933,0.7293035479632063,0.9964093357271095,0.4046242774566474,555,140,206,2,0,334,1.0,0.8427464008859358,761,True,False,False,False
0.0013139283983036876,0.770764119601329,0.7097558589655799,0.7302631578947368,0.9964093357271095,0.407514450867052,555,141,205,2,0,334,1.0,0.8416389811738649,760,True,False,False,False
0.0013364581391215324,0.7718715393133998,0.7115284411636995,0.7312252964426877,0.9964093357271095,0.41040462427745666,555,142,204,2,0,334,1.0,0.840531561461794,759,True,False,False,False
0.0014239283045753837,0.7729789590254706,0.7132955944646218,0.7321899736147758,0.9964093357271095,0.41329479768786126,555,143,203,2,0,334,1.0,0.8394241417497231,758,True,False,False,False
0.0014284049393609166,0.7740863787375415,0.7150573560530126,0.7331571994715984,0.9964093357271095,0.4161849710982659,555,144,202,2,0,334,1.0,0.8383167220376523,757,True,False,False,False
0.001435538986697793,0.7751937984496124,0.7168137628242462,0.7341269841269841,0.9964093357271095,0.4190751445086705,555,145,201,2,0,334,1.0,0.8372093023255814,756,True,False,False,False
0.001444819150492549,0.7763012181616833,0.7185648513873804,0.7350993377483444,0.9964093357271095,0.42196531791907516,555,146,200,2,0,334,1.0,0.8361018826135105,755,True,False,False,False
0.0016946999821811914,0.7774086378737541,0.7203106580680951,0.7360742705570292,0.9964093357271095,0.42485549132947975,555,147,199,2,0,334,1.0,0.8349944629014396,754,True,False,False,False
0.0017366871470585465,0.778516057585825,0.7220512189115982,0.7370517928286853,0.9964093357271095,0.4277456647398844,555,148,198,2,0,334,1.0,0.8338870431893688,753,True,False,False,False
0.00219065067358315,0.7796234772978959,0.7237865696854926,0.738031914893617,0.9964093357271095,0.430635838150289,555,149,197,2,0,334,1.0,0.832779623477298,752,True,False,False,False
0.002193077467381954,0.7807308970099668,0.7255167458826131,0.7390146471371505,0.9964093357271095,0.43352601156069365,555,150,196,2,0,334,1.0,0.831672203765227,751,True,False,False,False
0.00222932081669569,0.7818383167220376,0.7272417827238256,0.74,0.9964093357271095,0.43641618497109824,555,151,195,2,0,334,1.0,0.8305647840531561,750,True,False,False,False
0.0022343783639371395,0.7829457364341085,0.7289617151607963,0.7409879839786382,0.9964093357271095,0.4393063583815029,555,152,194,2,0,334,1.0,0.8294573643410853,749,True,False,False,False
0.0024287134874612093,0.7840531561461794,0.7306765778787253,0.7419786096256684,0.9964093357271095,0.4421965317919075,555,153,193,2,0,334,1.0,0.8283499446290143,748,True,False,False,False
0.0025121946819126606,0.7851605758582503,0.7323864052990492,0.7429718875502008,0.9964093357271095,0.44508670520231214,555,154,192,2,0,334,1.0,0.8272425249169435,747,True,False,False,False
0.0025205526035279036,0.7862679955703211,0.7340912315821113,0.7439678284182306,0.9964093357271095,0.4479768786127168,555,155,191,2,0,334,1.0,0.8261351052048727,746,True,False,False,False
0.0025331780780106783,0.7873754152823921,0.7357910906298003,0.7449664429530202,0.9964093357271095,0.4508670520231214,555,156,190,2,0,334,1.0,0.8250276854928018,745,True,False,False,False
0.002581247827038169,0.7884828349944629,0.7374860160881576,0.7459677419354839,0.9964093357271095,0.45375722543352603,555,157,189,2,0,334,1.0,0.8239202657807309,744,True,False,False,False
0.0025822301395237446,0.7873754152823921,0.7364305259957433,0.7456258411843876,0.9946140035906643,0.45375722543352603,554,157,189,3,1,334,0.9970059880239521,0.82281284606866,743,True,False,False,False
0.002855256199836731,0.7884828349944629,0.738118990028743,0.7466307277628033,0.9946140035906643,0.45664739884393063,554,158,188,3,1,334,0.9970059880239521,0.8217054263565892,742,True,False,False,False
0.002877115271985531,0.7873754152823921,0.737063683680526,0.7462887989203779,0.992818671454219,0.45664739884393063,553,158,188,4,2,334,0.9940119760479041,0.8205980066445183,741,True,False,False,False
0.0029002674855291843,0.7884828349944629,0.7387457530071664,0.7472972972972973,0.992818671454219,0.4595375722543353,553,159,187,4,2,334,0.9940119760479041,0.8194905869324474,740,True,False,False,False
0.003092073602601886,0.7895902547065338,0.740423021060276,0.7483085250338295,0.992818671454219,0.4624277456647399,553,160,186,4,2,334,0.9940119760479041,0.8183831672203765,739,True,False,False,False
0.0034510199911892414,0.7906976744186046,0.742095520177712,0.7493224932249323,0.992818671454219,0.4653179190751445,553,161,185,4,2,334,0.9940119760479041,0.8172757475083057,738,True,False,False,False
0.0035951072350144386,0.7918050941306756,0.7437632824574961,0.7503392130257802,0.992818671454219,0.4682080924855491,553,162,184,4,2,334,0.9940119760479041,0.8161683277962348,737,True,False,False,False
0.003604830941185355,0.7929125138427464,0.7454263397602022,0.751358695652174,0.992818671454219,0.47109826589595377,553,163,183,4,2,334,0.9940119760479041,0.8150609080841639,736,True,False,False,False
0.003649394027888775,0.7918050941306756,0.7443652046114371,0.7510204081632653,0.9910233393177738,0.47109826589595377,552,163,183,5,2,334,0.9940119760479041,0.813953488372093,735,True,False,False,False
